,Average,Value,Weighted,Returns,--,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,
Size,Small,Small,Small,Small,Small,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,Big,Big,Big,Big,Big,,,,,,
BE/ME,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,Low,2,3,4,High,,,,,,
200303,3.28,0.38,1.19,1.33,-0.65,3.22,0.1,0.33,1.82,0.49,2.74,0.31,0.16,1.57,0.4,1.57,-0.4,-0.76,2.23,-2.44,2.33,-1.15,1.31,0.54,-2.55,,,,,,
200304,12.29,11.13,8.01,7.2,9.89,10.82,9.64,9.16,9.15,9.87,8.84,8.94,8.84,12.32,10.56,8.79,7.75,8.09,9.88,7.75,7.86,7.53,9.97,7.33,12.18,,,,,,
200305,19.8,14.72,10.68,9.7,11.65,11.85,11.95,10.49,8.56,11.62,9.17,8.67,9.57,10.13,8.86,10.02,9.54,9.98,9.02,9.3,3.86,7.3,6.6,6.73,7.48,,,,,,
200306,5.64,6.06,4.57,3.78,5.92,1.68,0.14,1.44,2.57,3.67,2.35,2.29,0.47,0.07,3.55,1.61,0.52,-0.05,-0.75,5.99,1.05,2.16,1.02,0.39,1.24,,,,,,
200307,8.7,8.18,8.66,9.08,7.99,9.22,5.19,6.58,6.62,7.35,8.25,4.99,1.5,4.14,2.36,4.53,3.08,4.17,4.79,0.11,1.77,3.25,0.29,-0.73,0.33,,,,,,
200308,4.2,4.88,3.66,5.55,6.9,4.08,3.95,5.11,5.1,5.43,5.06,3.68,4.51,7.74,8.85,4.7,4.6,4.36,5.33,6.76,1.69,1.55,0.89,2.2,2.69,,,,,,
200309,2.76,0.33,0.27,2.85,4.68,-1.62,-2.73,-2.31,-4.15,-0.5,-2.29,-2.88,-1.57,-2.18,-1.02,-1.88,-2.65,-0.5,-1.08,0.73,-0.76,-0.79,-1.96,-2.29,-2.9,,,,,,
200310,6.21,8.16,8.69,11.01,11.3,9.77,6.92,7.66,9.65,10.4,9.01,7.56,7.06,8.38,12.47,8.33,8.6,7.1,8.58,7.33,4.18,6.87,8.02,5.6,3.08,,,,,,
200311,2.5,4.27,4.11,3.87,6.96,1.85,4.3,2.7,4.03,4.19,3.25,4.09,2.43,4.79,2.87,1.49,3.11,4.45,3.92,2.48,0.65,1.18,1.01,0.27,3.11,,,,,,
200312,-0.35,2.55,3.4,1.64,4.41,1.58,2.4,2.55,2.1,4.92,-0.71,1.94,3.78,3.58,7.15,0.22,3.88,2.49,3.35,6.4,3.93,6.29,5.18,6.68,8.24,,,,,,
200401,6.18,5.74,5.63,6.47,8.43,4.29,3.11,4.44,4.34,5,3.27,1.99,1.12,4.04,6.01,2.21,1.99,2.31,3.37,2.49,1.63,1.58,2.27,1.77,2.01,,,,,,
200402,0.11,0.3,0,1.2,-0.4,0.64,1.67,0.83,-0.21,1.28,0.73,2.44,4.2,1.38,0.67,2.22,1.25,3.42,3.11,2.14,0.71,2.48,2.42,0.54,3.85,,,,,,
200403,-1.55,-0.83,0.09,0.16,-0.89,2.51,1.01,0.17,0.98,1.78,2.26,0.44,0.32,0.71,0.39,-0.6,-0.16,0.29,0.65,-1.76,-2.13,-1.45,-1.33,0.23,-1.8,,,,,,
200404,-4.43,-4.83,-3.81,-4.4,-6.11,-4.59,-4.1,-2.4,-4.57,-7.35,-2.22,-2.81,-3.14,-5.14,-5.66,-2.54,-4.17,-2.85,-3.42,-3.3,0.03,-1.98,-3.47,-2.57,0.47,,,,,,
200405,-2.13,-0.4,0.05,-0.57,0.87,2.03,1.34,1.16,1.3,3.25,1.57,2.98,1.99,1.1,2.16,1.61,1.8,2.23,2.05,2.7,1.67,0.82,-0.07,-0.15,0.43,,,,,,
200406,1.2,4.48,3.72,3.65,4.04,3.19,5.57,6.03,4.98,9.08,2.09,4.29,3.01,1.51,5.23,0.75,3.25,2.02,2.89,4.74,1.15,1.89,1.2,2.25,2.84,,,,,,
200407,-12.61,-8.11,-5.92,-5.63,-4.13,-9.68,-7.58,-4.38,-5.62,-3.55,-9.02,-5.93,-3.36,-2.19,-3.77,-6.94,-4.77,-4.62,-5.8,-0.65,-4.67,-2.22,-2.24,-0.52,-1.59,,,,,,
200408,-1.27,-0.79,-1.03,-1.27,-2.1,-4.38,-1.7,0.63,-0.05,0.83,-2.26,-1.31,0.71,0.04,-1.05,-1.17,-0.63,0.18,-0.5,0.95,-0.45,1.8,1.01,0.94,0.52,,,,,,
200409,5.04,4.57,5.05,4.11,3.85,7.79,5.03,5.55,4.67,4.27,4.36,3.43,4.35,3.6,2.73,2.93,3.39,5.05,4.28,2.23,0.12,1.09,2.91,1.6,3.18,,,,,,
200410,1.99,2.01,2.8,0.4,0.76,3.63,2.69,0.76,1.08,2.86,2.31,4.4,1.22,-0.1,1.93,3.44,2.92,2.42,0.19,-0.5,1.38,0.88,1.95,0.13,3.2,,,,,,
200411,10.44,8.83,8.06,6.82,10.63,7.64,8.73,9.16,9.85,11.7,5.47,6.48,7.56,8.28,8.92,5.15,6.48,7.2,10.43,7.51,2.46,5.38,4.51,4.43,5.74,,,,,,
200412,4.96,4.85,3.12,3.65,6.4,3.83,3.55,2.24,2.33,3.87,5.5,4.04,1.77,2.33,3.39,4.29,4.86,4.24,3.1,3.06,3.73,3.31,1.53,3.81,3.73,,,,,,
200501,-6.31,-4.29,-3.22,-3.53,-1.25,-5.75,-3.25,-3.32,-2.31,-3.23,-3.47,-3.5,-3.45,-0.73,-2.08,-2.86,-4.38,-1.49,-2.47,-1.69,-3.32,-1.55,-0.51,-2.31,-1.03,,,,,,
200502,-1.67,-0.11,-0.04,2.02,2.84,2.45,0.84,3.01,5.1,3.42,0.78,2.08,3.27,3.6,2.74,2.1,1.57,3.99,5.29,3.4,0.48,4.4,3.32,1.11,4.5,,,,,,
200503,-5.5,-2.84,-3.06,-2.2,-2.72,-4.1,-2.21,-2.11,-0.48,-2.37,-1.94,-2.03,-2.16,-3.77,0.47,-1.69,-0.13,-0.83,-2.51,-1.48,-1.04,-3.82,-1.59,-0.73,0.71,,,,,,
200504,-6.04,-6.27,-5.01,-7.1,-6.49,-7.52,-6.17,-5.49,-6.73,-5.91,-5.25,-3.73,-5.38,-5.32,-3.53,-3.79,-4.05,-5.08,-3.74,-2.69,-0.92,-2.1,-3.41,-0.45,-2.9,,,,,,
200505,7.03,6.03,4.61,3.82,5.8,9.74,6.97,7.4,5.75,6.38,5.91,6.04,5.33,4.85,6.61,5.88,5.76,6.75,5.63,5.26,3.9,2.68,2.19,1.51,3.16,,,,,,
200506,3.68,3.45,4.62,4.75,5.11,2.12,4.14,4.96,4.23,4.25,2.16,2.31,3.48,3.62,3.84,1.19,1.99,4.88,3.4,3.31,-1.64,0.81,1.13,2.08,2.72,,,,,,
200507,8.08,7.22,6.97,6.87,7.42,6.51,6.57,7.7,6.52,6.89,4.45,5.58,6.99,6.27,4.12,6.06,4.97,5.04,7.93,4.43,4.67,2.05,2.85,2.5,5.18,,,,,,
200508,-2.36,-0.79,-0.44,-1.73,-0.46,-1.98,-1.78,-1.56,-1.54,-1.61,-2.55,-0.27,-0.78,-1.25,-0.59,-1.59,-0.14,-0.82,0.33,-0.1,-1.67,-0.79,0.07,-0.59,1.23,,,,,,
200509,1.2,1.37,0.68,1,-1.28,0.3,1.34,0.05,1.33,0.43,-0.74,1.36,1.6,-2.12,0.45,0.47,0.88,-0.2,4.43,2.07,-0.52,1.35,1.42,1.24,3.17,,,,,,
200510,-4.08,-2.63,-2.28,-2.38,-2.78,-3.92,-1.66,-3.77,-2.03,-3.67,-3.09,-4.25,-1.62,-3.48,-3.77,-1.17,-2.27,-3.1,-4.86,-4.41,-0.24,-2.46,-0.91,-0.34,-4.59,,,,,,
200511,4.88,4.73,4.6,4.08,3.48,5.93,3.36,5.13,6.22,2.45,6.96,5.43,5.33,3.89,1.49,5.43,5.1,4.49,3.86,2.57,3.84,4.01,3.88,3.91,0.7,,,,,,
200512,-0.54,0.34,-0.55,0.69,0.67,-0.04,-1.21,0.06,0.13,-1.4,0.4,0.93,1.08,0.68,0.85,0.37,1.86,0.94,0.88,1.52,-0.98,0.25,1.25,0.21,0.08,,,,,,
200601,11.55,9.35,8.35,7.82,8.49,7.56,8.28,9.99,9.67,8.21,5.41,7.83,9.7,5.14,6.1,5.06,5.35,5.02,4.45,4.38,1.31,1.49,2.86,3.16,7.01,,,,,,
200602,-0.79,1.26,-0.36,-0.7,0.45,-0.04,-0.57,-0.15,-0.7,-1.66,0.36,-0.9,-0.14,-3.06,0.14,0.86,-0.21,0.5,-2.37,0.02,-0.17,0.54,0.27,2.2,-2.86,,,,,,
200603,3.81,5.49,4.55,5.4,7.06,3.45,4.48,6.19,5.98,3.88,4.36,4.12,4.12,2.04,2.29,3.81,2.11,3.44,1.75,1.85,0.77,1.75,1.82,0.96,1.17,,,,,,
200604,-1.47,-1.29,0.71,0.79,1.88,-0.7,0.71,2.55,0.86,2.08,-1.44,-0.21,1.01,1.36,2.38,0.05,0.04,0.92,5,2.02,-0.78,2.38,2.69,2.11,3.39,,,,,,
200605,-9.08,-5.78,-3.63,-4.71,-4.22,-6.33,-6.22,-3.66,-5.5,-2.72,-6.12,-5.45,-4.21,-3.1,-1.93,-5.56,-3.04,-3.07,-2.62,-1.79,-2.83,-2.79,-2.77,-1.62,-1.22,,,,,,
200606,-0.89,-0.74,-1.11,-0.29,0.06,-0.4,1.16,0.29,0.85,0.17,-1.17,-0.12,-0.51,0.08,-0.2,-0.38,-1.68,0.06,-2.22,1.08,0.18,-0.81,0.09,1.01,2.81,,,,,,
200607,-5.75,-3.35,-2.98,-2.44,-2.52,-4.83,-4.73,-2.62,-2.85,-1.8,-5.91,-3.77,-3.6,-1.9,-1.68,-4.6,-3.35,-1.98,-3.94,-0.47,-1.34,2.24,1.5,2.31,0.98,,,,,,
200608,3.34,2.22,2.92,3.07,2.44,3.61,2.7,2.41,4.14,1.08,2.77,1.96,2.23,3.26,1.55,1.97,2.6,0.48,4.12,2.28,4.04,1.78,3.23,-0.38,0.83,,,,,,
200609,-0.13,0.77,-0.27,0.78,1.86,0.93,2.04,0.76,1.92,0.7,2.38,0.09,1.45,0.74,-0.02,2.51,2.41,0.93,0.53,0.62,2.97,2.11,3.2,0.99,4.25,,,,,,
200610,6.94,6.05,6.07,4.63,5.55,6.11,5.52,4.75,4.31,5.45,5.7,4.66,2.91,4.1,5.59,3.84,4.96,3.19,3.76,3.12,3,3.24,2.62,3.45,5.73,,,,,,
200611,1.3,2.99,1.82,1.98,2.88,1.61,3.04,2.83,3.56,2.33,4.15,3.6,3.62,4.1,4.02,3.37,4.36,3.55,2.18,4.89,0.89,2.49,1.82,2.92,-0.1,,,,,,
200612,0.31,1,1.32,2.78,3.49,-2.37,0.05,0.18,0.7,1.34,-1.15,0.26,0.62,1.17,0.36,-1.19,0.43,0.1,1.43,1.69,-0.05,2.17,2.16,2.4,3.75,,,,,,
200701,1.74,-0.09,0.25,0.08,3.8,2.05,1.89,0.84,0.78,2.85,4.05,2.05,2.09,4.27,1.05,4.41,3.85,1.44,3.39,1.96,2.1,0.96,0.73,1.18,3.12,,,,,,
200702,-0.63,-0.6,-0.79,-0.93,0.38,-0.95,0.18,-0.69,-1.17,0.87,0.59,1.07,0.59,0.04,0.75,-0.87,0.62,0.02,0.73,0.71,-2.39,-1.63,-3.33,-0.82,-2.51,,,,,,
200703,0.5,0.31,1.26,1.12,0.77,0.77,1.46,-0.65,1.77,-0.9,2.77,1.57,2.32,1.65,0.91,0.65,1.2,0.45,0.97,3.34,0.31,1.52,1.08,2.06,1.51,,,,,,
200704,3.27,0.67,0.44,-0.11,2.15,1.86,2.65,1.62,0.7,2.54,3.06,3.73,4.61,3.84,2.05,4.16,4.24,3.92,5.69,3.07,5.46,3.92,4.18,3.35,3.24,,,,,,
200705,1.85,3.5,2.47,2.99,3.24,3.34,4.58,3.35,2.38,3.29,6.82,5.23,6.27,3.69,3.88,4.38,3.84,4.33,5.05,2.54,2.48,4.04,3.52,3.61,5.74,,,,,,
200706,0.41,-0.22,-0.76,-0.88,0.37,-1.66,-0.84,-2.38,-1.17,-2.88,-0.86,-0.32,0.19,-1.55,-3.13,-0.78,-1.89,-3.58,-1.44,-2.68,-1.64,0.16,-3.48,-1.87,-2,,,,,,
200707,-5.81,-6.26,-6.69,-7.61,-7.67,-4.89,-5.52,-5.7,-7.68,-8.98,-2.91,-3,-6.02,-6.61,-5.83,-2.34,-4.94,-5.76,-5.98,-6.04,-1.16,-1.87,-4.3,-5.86,-3.55,,,,,,
200708,0.33,1.11,2.02,-0.29,-3.28,2.59,2.37,3.16,2.68,-1.2,0,2.28,0.75,-0.12,-3.57,1.55,0.01,-1.39,-1.88,-0.63,1.41,2.55,3.08,1.22,-0.68,,,,,,
200709,2.2,2,0.55,0.46,-1.14,2.78,1.14,0.54,0.1,0.3,3.93,2.55,2.42,1.5,1.46,3.53,2.12,2.29,1.47,1.43,5.09,4,2.58,2.74,4.18,,,,,,
200710,3.37,0.4,0.41,-0.72,-0.64,3.01,3.71,0.29,1.77,1.38,4.85,1.03,4.29,1.51,4.47,2.28,2.56,1.01,3.31,-0.95,3.98,2.25,-0.93,2.14,0.34,,,,,,
200711,-9.04,-8.56,-7.92,-7.74,-9.32,-6.91,-7.48,-6.19,-5.9,-8.34,-6.74,-5.47,-6.61,-5.45,-4.97,-4.12,-4.19,-7.8,-6.54,-5.17,-3.36,-2.83,-6.09,-2.57,-5.66,,,,,,
200712,-1.73,1.17,-0.72,-1.21,-1.07,1.41,0.24,0.31,-0.42,-0.03,-0.72,-2.31,0.02,-1.4,0.62,-0.78,0.08,-1.75,0.2,-2.77,-0.75,-0.29,-0.94,-0.69,0.74,,,,,,
200801,-10.58,-8.58,-6.7,-5.06,-4.34,-9.59,-7.57,-6.84,-2.65,-3.95,-6.3,-5.44,-6.97,-3.56,-6.67,-7.29,-6.55,-5.08,-2.93,-5.67,-8.03,-5.66,-4.02,-3.03,-6,,,,,,
200802,-6.11,-3.48,-4.96,-3.32,-3.45,-4.8,-1.13,-2.15,-2.43,-4.14,-3.39,-2.18,-0.65,-2.02,-1.82,-1.31,-1.44,-1.94,-2.11,-4.94,-2.29,-2.91,-3.77,-4.9,-2.68,,,,,,
200803,-3.95,-0.57,1.75,0.32,-0.64,-0.49,1.68,1.43,0.96,1.86,-2.82,0.37,-0.95,-1.99,0.27,-0.2,-1.95,-2.7,-2.26,-1.73,0.56,0.85,-4.03,-4.05,0.68,,,,,,
200804,3.65,3.46,0.36,0.75,0.83,2.81,3.34,3.3,1.96,2.45,7.17,6.19,9.34,9.76,8.71,5.95,7.06,5.61,5.62,4.58,4.48,2.39,5.98,5.46,6.33,,,,,,
200805,5.36,3.39,3.02,1.89,2.91,6.57,4.58,7.38,3.67,3.95,3.63,3.61,7.42,4.78,5.36,4.57,5.14,3.09,5.03,4.09,3.25,-0.4,-1.76,0.85,3.4,,,,,,
200806,-6.75,-9.27,-10.14,-7.92,-9.12,-7.13,-7.49,-6.23,-8.97,-7.66,-7.88,-8.63,-5.81,-8,-3.9,-7.79,-8.26,-9.29,-5.2,-11.59,-6.81,-7.81,-11.04,-10.65,-8.49,,,,,,
